"start_lat","start_lng","member_casual","mean_duration"
41.8661,-87.60727,"member",22
41.86649,-87.7065,"casual",25
41.86649,-87.7065,"member",18
41.8665,-87.6847,"casual",16
41.8665,-87.6847,"member",12
41.86662,-87.69452,"casual",22
41.86662,-87.69452,"member",18
41.86712,-87.64109,"casual",15
41.86712,-87.64109,"member",11
41.86723,-87.62596,"casual",21
41.86723,-87.62596,"member",11
41.86723,-87.61536,"casual",27
41.86723,-87.61536,"member",19
41.86732,-87.64862,"casual",13
41.86732,-87.64862,"member",9
41.86749,-87.63219,"casual",17
41.86749,-87.63219,"member",12
41.86789,-87.62304,"casual",25
41.86789,-87.62304,"member",14
41.86856,-87.68623,"casual",16
41.86856,-87.68623,"member",12
41.86897,-87.65914,"casual",13
41.86897,-87.65914,"member",9
41.86927,-87.67373,"casual",14
41.86927,-87.67373,"member",12
41.86948,-87.65549,"casual",15
41.86948,-87.65549,"member",9
41.87,-87.77,"casual",21
41.87,-87.77,"member",20
41.87,-87.76,"casual",16
41.87,-87.76,"member",16
41.87,-87.75,"casual",14
41.87,-87.75,"member",12
41.87,-87.73,"casual",15
41.87,-87.73,"member",14
41.87,-87.72,"casual",14
41.87,-87.72,"member",15
41.87,-87.71,"casual",16
41.87,-87.71,"member",18
41.87,-87.7,"casual",20
41.87,-87.7,"member",15
41.87,-87.69,"casual",14
41.87,-87.69,"member",12
41.87026,-87.63947,"casual",14
41.87026,-87.63947,"member",10
41.87077,-87.62573,"casual",24
41.87077,-87.62573,"member",11
41.87082,-87.63125,"casual",17
41.87082,-87.63125,"member",11
41.87126,-87.67369,"casual",13
41.87126,-87.67369,"member",11
41.87147,-87.64095,"casual",16
41.87147,-87.64095,"member",11
41.87151,-87.66989,"casual",14
41.87151,-87.66989,"member",11
41.87174,-87.65103,"casual",11
41.87174,-87.65103,"member",8
41.87184,-87.64664,"casual",13
41.87184,-87.64664,"member",9
41.87208,-87.62954,"casual",19
41.87208,-87.62954,"member",12
41.87213,-87.74662,"casual",19
41.87213,-87.74662,"member",22
41.87217,-87.66155,"casual",9
41.87217,-87.66155,"member",7
41.87219,-87.6615,"casual",13
41.87219,-87.6615,"member",9
41.87273,-87.63352,"casual",16
41.87273,-87.63352,"member",11
41.87277,-87.62398,"casual",27
41.87277,-87.62398,"member",13
41.87295,-87.66913,"casual",15
41.87295,-87.66913,"member",12
41.87299,-87.7645,"casual",22
41.87299,-87.7645,"member",23
41.8736,-87.70487,"casual",23
41.8736,-87.70487,"member",18
41.87405,-87.62772,"casual",23
41.87405,-87.62772,"member",12
41.87425,-87.63957,"casual",16
41.87425,-87.63957,"member",9
41.87441,-87.72609,"casual",21
41.87441,-87.72609,"member",15
41.87464,-87.65703,"casual",12
41.87464,-87.65703,"member",9
41.87475,-87.68645,"casual",17
41.87475,-87.68645,"member",12
41.87475,-87.64981,"casual",12
41.87475,-87.64981,"member",9
41.87501,-87.67328,"casual",18
41.87501,-87.67328,"member",13
41.87502,-87.63309,"casual",20
41.87502,-87.63309,"member",11
41.87568,-87.71547,"casual",25
41.87568,-87.71547,"member",23
41.87588,-87.6408,"casual",15
41.87588,-87.6408,"member",9
41.87593,-87.63058,"casual",19
41.87593,-87.63058,"member",11
41.87624,-87.62443,"casual",29
41.87624,-87.62443,"member",13
41.87627,-87.62916,"casual",21
41.87627,-87.62916,"member",11
41.87642,-87.62034,"casual",30
41.87642,-87.62034,"member",18
41.87718,-87.62784,"casual",21
41.87718,-87.62784,"member",12
41.87725,-87.63937,"casual",15
41.87725,-87.63937,"member",11
41.87761,-87.7454,"casual",20
41.87761,-87.7454,"member",19
41.87762,-87.6739,"casual",16
41.87762,-87.6739,"member",14
41.87764,-87.64962,"casual",15
41.87764,-87.64962,"member",10
41.87771,-87.63532,"casual",19
41.87771,-87.63532,"member",10
41.87773,-87.65479,"casual",14
41.87773,-87.65479,"member",10
41.87785,-87.62408,"casual",29
41.87785,-87.62408,"member",13
41.87792,-87.73574,"casual",18
41.87792,-87.73574,"member",23
41.87794,-87.66201,"casual",18
41.87794,-87.66201,"member",11
41.87812,-87.64395,"casual",14
41.87812,-87.64395,"member",10
41.87817,-87.63193,"casual",18
41.87817,-87.63193,"member",10
41.87832,-87.64098,"casual",16
41.87832,-87.64098,"member",11
41.87926,-87.6399,"casual",16
41.87926,-87.6399,"member",11
41.87934,-87.63199,"casual",20
41.87934,-87.63199,"member",11
41.87936,-87.62979,"casual",16
41.87936,-87.62979,"member",11
41.87943,-87.6355,"casual",20
41.87943,-87.6355,"member",10
41.87947,-87.62569,"casual",25
41.87947,-87.62569,"member",11
41.87979,-87.68611,"casual",19
41.87979,-87.68611,"member",13
41.88,-87.77,"casual",16
41.88,-87.77,"member",20
41.88,-87.76,"casual",21
41.88,-87.76,"member",14
41.88,-87.73,"casual",20
41.88,-87.73,"member",16
41.88,-87.72,"casual",18
41.88,-87.72,"member",20
41.88,-87.71,"casual",17
41.88,-87.71,"member",16
41.88,-87.7,"casual",16
41.88,-87.7,"member",17
41.88,-87.69,"casual",15
41.88,-87.69,"member",13
41.88,-87.66,"casual",12
41.88,-87.66,"member",10
41.88,-87.65,"casual",12
41.88,-87.65,"member",10
41.88012,-87.76324,"casual",31
41.88012,-87.76324,"member",30
41.88021,-87.75534,"casual",23
41.88021,-87.75534,"member",21
41.88028,-87.77445,"casual",28
41.88028,-87.77445,"member",22
41.88032,-87.63519,"casual",17
41.88032,-87.63519,"member",11
41.88033,-87.64275,"casual",14
41.88033,-87.64275,"member",10
41.88042,-87.65552,"casual",18
41.88042,-87.65552,"member",10
41.88071,-87.74102,"casual",17
41.88071,-87.74102,"member",21
41.88085,-87.72791,"casual",24
41.88085,-87.72791,"member",24
41.88096,-87.61674,"casual",29
41.88096,-87.61674,"member",20
41.88103,-87.62408,"casual",32
41.88103,-87.62408,"member",17
41.88132,-87.62952,"casual",19
41.88132,-87.62952,"member",11
41.88137,-87.67493,"casual",17
41.88137,-87.67493,"member",14
41.88169,-87.63953,"casual",16
41.88169,-87.63953,"member",10
41.88183,-87.64883,"casual",14
41.88183,-87.64883,"member",10
41.88189,-87.64879,"casual",16
41.88189,-87.64879,"member",11
41.88209,-87.63983,"casual",16
41.88209,-87.63983,"member",11
41.88213,-87.62512,"casual",25
41.88213,-87.62512,"member",13
41.88224,-87.64107,"casual",15
41.88224,-87.64107,"member",10
41.88266,-87.63253,"casual",18
41.88266,-87.63253,"member",12
41.88283,-87.66121,"casual",15
41.88283,-87.66121,"member",11
41.88307,-87.65695,"casual",15
41.88307,-87.65695,"member",11
41.88314,-87.63724,"casual",16
41.88314,-87.63724,"member",9
41.88316,-87.6511,"casual",15
41.88316,-87.6511,"member",11
41.88318,-87.64872,"casual",17
41.88318,-87.64872,"member",12
41.88338,-87.64117,"casual",15
41.88338,-87.64117,"member",11
41.8836,-87.64863,"casual",17
41.8836,-87.64863,"member",12
41.88398,-87.62468,"casual",27
41.88398,-87.62468,"member",13
41.88407,-87.65685,"casual",15
41.88407,-87.65685,"member",11
41.88411,-87.65426,"casual",16
41.88411,-87.65426,"member",11
41.88424,-87.62963,"casual",18
41.88424,-87.62963,"member",12
41.88445,-87.6963,"casual",15
41.88445,-87.6963,"member",14
41.88458,-87.63189,"casual",18
41.88458,-87.63189,"member",12
41.8846,-87.7063,"casual",16
41.8846,-87.7063,"member",12
41.88462,-87.64457,"casual",16
41.88462,-87.64457,"member",10
41.88462,-87.62783,"casual",20
41.88462,-87.62783,"member",12
41.88473,-87.61952,"casual",26
41.88473,-87.61952,"member",12
41.88541,-87.72649,"casual",17
41.88541,-87.72649,"member",19
41.88549,-87.65229,"casual",17
41.88549,-87.65229,"member",12
41.8855,-87.71687,"casual",20
41.8855,-87.71687,"member",19
41.88564,-87.64182,"casual",13
41.88564,-87.64182,"member",9
41.88578,-87.65102,"casual",18
41.88578,-87.65102,"member",12
41.88584,-87.6355,"casual",15
41.88584,-87.6355,"member",10
41.88592,-87.66717,"casual",13
41.88592,-87.66717,"member",10
41.88593,-87.73541,"casual",18
41.88593,-87.73541,"member",19
41.88595,-87.67701,"casual",15
41.88595,-87.67701,"member",13
41.88602,-87.63088,"casual",18
41.88602,-87.63088,"member",11
41.88602,-87.62412,"casual",25
41.88602,-87.62412,"member",12
41.88635,-87.61752,"casual",26
41.88635,-87.61752,"member",17
41.88662,-87.65804,"casual",14
41.88662,-87.65804,"member",10
41.88683,-87.62232,"casual",25
41.88683,-87.62232,"member",11
41.88684,-87.74526,"casual",14
41.88684,-87.74526,"member",15
41.88688,-87.62603,"casual",25
41.88688,-87.62603,"member",13
41.88698,-87.61281,"casual",30
41.88698,-87.61281,"member",21
41.88766,-87.76547,"casual",12
41.88766,-87.76547,"member",15
41.88783,-87.75553,"casual",18
41.88783,-87.75553,"member",16
41.88794,-87.77427,"casual",23
41.88794,-87.77427,"member",23
41.88824,-87.63639,"casual",14
41.88824,-87.63639,"member",10
41.88872,-87.64445,"casual",13
41.88872,-87.64445,"member",9
41.88918,-87.63851,"casual",12
41.88918,-87.63851,"member",9
41.88938,-87.62708,"casual",22
41.88938,-87.62708,"member",11
41.88949,-87.68822,"casual",14
41.88949,-87.68822,"member",12
41.8899,-87.67147,"casual",14
41.8899,-87.67147,"member",13
41.88991,-87.63427,"casual",15
41.88991,-87.63427,"member",10
41.88997,-87.68016,"casual",15
41.88997,-87.68016,"member",13
41.89,-87.77,"casual",14
41.89,-87.77,"member",12
41.89,-87.76,"casual",15
41.89,-87.76,"member",10
41.89,-87.75,"casual",19
41.89,-87.75,"member",22
41.89,-87.74,"casual",15
41.89,-87.73,"casual",12
41.89,-87.73,"member",14
41.89,-87.72,"casual",14
41.89,-87.72,"member",14
41.89,-87.71,"casual",19
41.89,-87.71,"member",14
41.89,-87.7,"casual",15
41.89,-87.7,"member",14
41.89,-87.69,"casual",14
41.89,-87.69,"member",14
41.89,-87.68,"casual",13
41.89,-87.68,"member",12
41.89,-87.65,"casual",13
41.89,-87.65,"member",11
41.89003,-87.63662,"casual",14
41.89003,-87.63662,"member",9
41.89017,-87.62619,"casual",22
41.89017,-87.62619,"member",11
41.89047,-87.70261,"casual",16
41.89047,-87.70261,"member",16
41.89057,-87.62207,"casual",25
41.89057,-87.62207,"member",13
41.89076,-87.6317,"casual",16
41.89076,-87.6317,"member",12
41.89085,-87.61862,"casual",23
41.89085,-87.61862,"member",13
41.89102,-87.63548,"casual",14
41.89102,-87.63548,"member",10
41.89107,-87.66661,"casual",16
41.89107,-87.66661,"member",12
41.89147,-87.62676,"casual",22
41.89147,-87.62676,"member",13
41.89158,-87.64838,"casual",14
41.89158,-87.64838,"member",11
41.8918,-87.65875,"casual",13
41.8918,-87.65875,"member",11
41.89185,-87.62058,"casual",22
41.89185,-87.62058,"member",13
41.89205,-87.6894,"casual",19
41.89205,-87.6894,"member",16
41.89228,-87.61204,"casual",30
41.89228,-87.61204,"member",20
41.89239,-87.67689,"casual",15
41.89239,-87.67689,"member",13
41.89259,-87.61729,"casual",27
41.89259,-87.61729,"member",14
41.89381,-87.6417,"casual",12
41.89381,-87.6417,"member",9
41.89399,-87.62932,"casual",18
41.89399,-87.62932,"member",11
41.89435,-87.6228,"casual",25
41.89435,-87.6228,"member",13
41.8945,-87.61785,"casual",27
41.8945,-87.61785,"member",14
41.89456,-87.65345,"casual",13
41.89456,-87.65345,"member",11
41.89467,-87.63844,"casual",13
41.89467,-87.63844,"member",10
41.89472,-87.63436,"casual",14
41.89472,-87.63436,"member",10
41.89474,-87.7569,"casual",17
41.89474,-87.7569,"member",12
41.89488,-87.63233,"casual",17
41.89488,-87.63233,"member",11
41.89489,-87.7747,"casual",30
41.89489,-87.7747,"member",22
41.89496,-87.7649,"casual",17
41.89496,-87.7649,"member",15
41.89517,-87.66755,"casual",16
41.89517,-87.66755,"member",12
41.89547,-87.70613,"casual",19
41.89547,-87.70613,"member",13
41.8955,-87.68202,"casual",15
41.8955,-87.68202,"member",13
41.89554,-87.60292,"casual",24
41.89554,-87.60292,"member",23
41.89563,-87.67207,"casual",15
41.89563,-87.67207,"member",12
41.89575,-87.6201,"casual",27
41.89575,-87.6201,"member",13
41.89576,-87.62591,"casual",21
41.89576,-87.62591,"member",12
41.89577,-87.67722,"casual",14
41.89577,-87.67722,"member",12
41.89636,-87.65406,"casual",14
41.89636,-87.65406,"member",11
41.89637,-87.66098,"casual",16
41.89637,-87.66098,"member",11
41.89662,-87.62858,"casual",17
41.89662,-87.62858,"member",11
41.89675,-87.63567,"casual",13
41.89675,-87.63567,"member",9
41.89675,-87.63089,"casual",16
41.89675,-87.63089,"member",11
41.89694,-87.62176,"casual",25
41.89694,-87.62176,"member",13
41.89738,-87.63442,"casual",12
41.89738,-87.63442,"member",8
41.89745,-87.62872,"casual",19
41.89745,-87.62872,"member",12
41.89766,-87.62351,"casual",27
41.89766,-87.62351,"member",14
41.89776,-87.64288,"casual",12
41.89776,-87.64288,"member",9
41.8982,-87.63754,"casual",13
41.8982,-87.63754,"member",9
41.89842,-87.6866,"casual",16
41.89842,-87.6866,"member",14
41.89859,-87.62192,"casual",23
41.89859,-87.62192,"member",13
41.89897,-87.62991,"casual",17
41.89897,-87.62991,"member",12
41.89918,-87.6722,"casual",15
41.89918,-87.6722,"member",13
41.89939,-87.64854,"casual",12
41.89939,-87.64854,"member",11
41.89964,-87.6677,"casual",14
41.89964,-87.6677,"member",12
41.89993,-87.63443,"casual",13
41.89993,-87.63443,"member",9
41.9,-87.77,"casual",19
41.9,-87.77,"member",16
41.9,-87.76,"casual",18
41.9,-87.76,"member",22
41.9,-87.75,"casual",19
41.9,-87.75,"member",18
41.9,-87.73,"casual",16
41.9,-87.73,"member",18
41.9,-87.72,"casual",16
41.9,-87.72,"member",14
41.9,-87.71,"casual",14
41.9,-87.71,"member",16
41.9,-87.7,"casual",14
41.9,-87.7,"member",12
41.9,-87.69,"casual",13
41.9,-87.69,"member",13
41.9,-87.68,"casual",12
41.9,-87.68,"member",12
41.9,-87.63,"casual",13
41.9,-87.63,"member",12
41.90022,-87.64299,"casual",12
41.90022,-87.64299,"member",10
41.90036,-87.6967,"casual",15
41.90036,-87.6967,"member",14
41.90068,-87.6626,"casual",14
41.90068,-87.6626,"member",12
41.90096,-87.62378,"casual",31
41.90096,-87.62378,"member",19
41.90131,-87.67741,"casual",15
41.90131,-87.67741,"member",12
41.90231,-87.62769,"casual",21
41.90231,-87.62769,"member",13
41.90271,-87.70922,"casual",16
41.90271,-87.70922,"member",15
41.90289,-87.68728,"casual",15
41.90289,-87.68728,"member",14
41.90292,-87.63772,"casual",15
41.90292,-87.63772,"member",11
41.90297,-87.63128,"casual",16
41.90297,-87.63128,"member",11
41.903,-87.68382,"casual",14
41.903,-87.68382,"member",12
41.90303,-87.69747,"casual",17
41.90303,-87.69747,"member",13
41.90312,-87.67394,"casual",15
41.90312,-87.67394,"member",13
41.90322,-87.63432,"casual",14
41.90322,-87.63432,"member",10
41.90327,-87.67843,"casual",15
41.90327,-87.67843,"member",11
41.90345,-87.66775,"casual",16
41.90345,-87.66775,"member",12
41.90349,-87.64335,"casual",13
41.90349,-87.64335,"member",10
41.90461,-87.64055,"casual",14
41.90461,-87.64055,"member",10
41.90672,-87.63483,"casual",14
41.90672,-87.63483,"member",11
41.90687,-87.62622,"casual",20
41.90687,-87.62622,"member",14
41.90707,-87.66725,"casual",17
41.90707,-87.66725,"member",13
41.90722,-87.65562,"casual",12
41.90722,-87.65562,"member",11
41.90763,-87.63857,"casual",16
41.90763,-87.63857,"member",11
41.90766,-87.67255,"casual",18
41.90766,-87.67255,"member",14
41.90778,-87.68585,"casual",16
41.90778,-87.68585,"member",11
41.90799,-87.6315,"casual",16
41.90799,-87.6315,"member",12
41.9094,-87.67769,"casual",17
41.9094,-87.67769,"member",13
41.90966,-87.71663,"casual",22
41.90966,-87.71663,"member",16
41.90967,-87.64813,"casual",14
41.90967,-87.64813,"member",11
41.90977,-87.70528,"casual",17
41.90977,-87.70528,"member",15
41.90985,-87.66993,"casual",15
41.90985,-87.66993,"member",13
41.91,-87.81,"casual",16
41.91,-87.81,"member",16
41.91,-87.8,"casual",13
41.91,-87.8,"member",17
41.91,-87.77,"casual",21
41.91,-87.77,"member",11
41.91,-87.76,"casual",18
41.91,-87.76,"member",13
41.91,-87.75,"casual",14
41.91,-87.75,"member",11
41.91,-87.74,"casual",14
41.91,-87.74,"member",13
41.91,-87.73,"casual",14
41.91,-87.73,"member",14
41.91,-87.71,"casual",16
41.91,-87.71,"member",16
41.91,-87.7,"casual",14
41.91,-87.7,"member",12
41.91,-87.68,"casual",13
41.91,-87.68,"member",12
41.91021,-87.6435,"casual",13
41.91021,-87.6435,"member",11
41.91048,-87.69689,"casual",15
41.91048,-87.69689,"member",12
41.91051,-87.68239,"casual",15
41.91051,-87.68239,"member",12
41.91052,-87.65311,"casual",14
41.91052,-87.65311,"member",11
41.91054,-87.68956,"casual",14
41.91054,-87.68956,"member",13
41.91058,-87.64942,"casual",13
41.91058,-87.64942,"member",11
41.91139,-87.63868,"casual",15
41.91139,-87.63868,"member",10
41.91172,-87.6268,"casual",25
41.91172,-87.6268,"member",18
41.91197,-87.63194,"casual",22
41.91197,-87.63194,"member",14
41.91213,-87.63466,"casual",16
41.91213,-87.63466,"member",11
41.91262,-87.68139,"casual",16
41.91262,-87.68139,"member",13
41.91292,-87.66417,"casual",13
41.91292,-87.66417,"member",14
41.91369,-87.65286,"casual",14
41.91369,-87.65286,"member",10
41.91386,-87.64875,"casual",14
41.91386,-87.64875,"member",11
41.91403,-87.70513,"casual",19
41.91403,-87.70513,"member",14
41.91417,-87.71676,"casual",28
41.91417,-87.71676,"member",20
41.91461,-87.66797,"casual",21
41.91461,-87.66797,"member",14
41.91468,-87.64332,"casual",16
41.91468,-87.64332,"member",12
41.91552,-87.68702,"casual",16
41.91552,-87.68702,"member",13
41.91569,-87.6346,"casual",19
41.91569,-87.6346,"member",13
41.91598,-87.67734,"casual",16
41.91598,-87.67734,"member",13
41.91643,-87.66675,"casual",14
41.91643,-87.66675,"member",11
41.91711,-87.71022,"casual",16
41.91711,-87.71022,"member",14
41.91751,-87.70181,"casual",16
41.91751,-87.70181,"member",14
41.91758,-87.6522,"casual",18
41.9177,-87.65221,"casual",2
41.9177,-87.65215,"casual",4
41.91773,-87.65221,"member",18
41.91773,-87.65212,"casual",14
41.91774,-87.69139,"casual",14
41.91774,-87.69139,"member",13
41.91774,-87.65209,"casual",4
41.91775,-87.65217,"member",2
41.91775,-87.65213,"casual",6
41.91776,-87.65227,"member",6
41.91776,-87.65221,"casual",14
41.91776,-87.65213,"member",13
41.91777,-87.65214,"member",12
41.91777,-87.65213,"member",10
41.91777,-87.65207,"member",13
41.91777,-87.65206,"member",6
41.91778,-87.65216,"member",10
41.91778,-87.65204,"casual",11
41.91779,-87.65215,"member",9
41.91779,-87.65213,"member",10
41.91779,-87.65209,"casual",23
41.91779,-87.65207,"member",10
41.91779,-87.65205,"casual",1
41.91779,-87.65199,"casual",12
41.9178,-87.68244,"casual",15
41.9178,-87.68244,"member",12
41.9178,-87.65216,"member",8
41.9178,-87.65213,"casual",7
41.9178,-87.65213,"member",10
41.9178,-87.6521,"member",14
41.9178,-87.65208,"casual",10
41.9178,-87.65207,"casual",12
41.9178,-87.65207,"member",7
41.9178,-87.65205,"member",10
41.9178,-87.65203,"casual",57
41.9178,-87.65202,"casual",11
41.9178,-87.65199,"member",3
41.91781,-87.6522,"member",6
41.91781,-87.65215,"member",2
41.91781,-87.65214,"casual",46
41.91781,-87.65212,"casual",10
41.91781,-87.6521,"member",22
41.91781,-87.65205,"member",14
41.91781,-87.65203,"casual",15
41.91781,-87.65203,"member",11
41.91781,-87.65202,"member",16
41.91781,-87.652,"member",22
41.91782,-87.65229,"member",4
41.91782,-87.65222,"casual",10
41.91782,-87.65222,"member",12
41.91782,-87.65215,"casual",73
41.91782,-87.65214,"member",45
41.91782,-87.65213,"member",9
41.91782,-87.65212,"member",11
41.91782,-87.65211,"casual",10
41.91782,-87.65211,"member",38
41.91782,-87.65209,"casual",16
41.91782,-87.65209,"member",24
41.91782,-87.65208,"casual",17
41.91782,-87.65208,"member",10
41.91782,-87.65207,"casual",11
41.91782,-87.65207,"member",10
41.91782,-87.65206,"casual",5
41.91782,-87.65204,"casual",9
41.91782,-87.65201,"casual",5
41.91782,-87.652,"member",3
41.91782,-87.65198,"member",18
41.91783,-87.65224,"member",4
41.91783,-87.65219,"member",25
41.91783,-87.65218,"member",16
41.91783,-87.65216,"member",11
41.91783,-87.65215,"casual",18
41.91783,-87.65212,"member",11
41.91783,-87.65211,"casual",2
41.91783,-87.65211,"member",6
41.91783,-87.6521,"casual",16
41.91783,-87.65209,"casual",9
41.91783,-87.65208,"member",10
41.91783,-87.65206,"casual",12
41.91783,-87.65206,"member",9
41.91783,-87.65205,"casual",8
41.91783,-87.65205,"member",10
41.91783,-87.65203,"casual",9
41.91783,-87.65202,"member",8
41.91784,-87.65218,"member",13
41.91784,-87.65217,"member",11
41.91784,-87.65216,"casual",14
41.91784,-87.65216,"member",12
41.91784,-87.65215,"member",6
41.91784,-87.65214,"casual",12
41.91784,-87.65214,"member",7
41.91784,-87.65213,"casual",12
41.91784,-87.65213,"member",3
41.91784,-87.65212,"casual",14
41.91784,-87.65211,"member",14
41.91784,-87.6521,"casual",10
41.91784,-87.6521,"member",7
41.91784,-87.65209,"casual",11
41.91784,-87.65209,"member",8
41.91784,-87.65208,"casual",14
41.91784,-87.65208,"member",8
41.91784,-87.65207,"casual",25
41.91784,-87.65207,"member",11
41.91784,-87.65206,"casual",9
41.91784,-87.65206,"member",10
41.91784,-87.65205,"member",14
41.91784,-87.65203,"casual",6
41.91784,-87.65203,"member",12
41.91785,-87.6522,"member",34
41.91785,-87.65217,"member",10
41.91785,-87.65216,"casual",16
41.91785,-87.65215,"member",13
41.91785,-87.65214,"casual",16
41.91785,-87.65213,"casual",31
41.91785,-87.65213,"member",9
41.91785,-87.65212,"casual",16
41.91785,-87.65211,"casual",7
41.91785,-87.65211,"member",10
41.91785,-87.6521,"member",6
41.91785,-87.65209,"member",2
41.91785,-87.65208,"member",5
41.91785,-87.65207,"casual",15
41.91785,-87.65207,"member",10
41.91785,-87.65206,"casual",12
41.91785,-87.65206,"member",11
41.91785,-87.65205,"casual",5
41.91785,-87.65204,"casual",6
41.91785,-87.65204,"member",10
41.91785,-87.65202,"casual",7
41.91785,-87.65202,"member",13
41.91785,-87.65201,"casual",6
41.91785,-87.65201,"member",9
41.91785,-87.652,"member",10
41.91786,-87.65222,"casual",2
41.91786,-87.65219,"casual",18
41.91786,-87.65217,"casual",15
41.91786,-87.65216,"member",8
41.91786,-87.65215,"casual",10
41.91786,-87.65215,"member",14
41.91786,-87.65214,"casual",39
41.91786,-87.65214,"member",11
41.91786,-87.65213,"casual",12
41.91786,-87.65212,"casual",11
41.91786,-87.65212,"member",10
41.91786,-87.65211,"casual",8
41.91786,-87.65211,"member",12
41.91786,-87.6521,"member",9
41.91786,-87.65209,"casual",35
41.91786,-87.65209,"member",12
41.91786,-87.65207,"casual",11
41.91786,-87.65207,"member",7
41.91786,-87.65206,"casual",29
41.91786,-87.65206,"member",18
41.91786,-87.65205,"casual",15
41.91786,-87.65205,"member",17
41.91786,-87.65204,"member",10
41.91786,-87.65203,"member",6
41.91786,-87.65202,"member",21
41.91786,-87.65201,"casual",15
41.91786,-87.652,"member",4
41.91786,-87.65199,"member",5
41.91786,-87.65195,"member",18
41.91787,-87.65222,"member",15
41.91787,-87.65219,"member",17
41.91787,-87.65218,"casual",14
41.91787,-87.65218,"member",4
41.91787,-87.65217,"casual",6
41.91787,-87.65216,"casual",8
41.91787,-87.65216,"member",13
41.91787,-87.65215,"casual",11
41.91787,-87.65215,"member",6
41.91787,-87.65214,"member",4
41.91787,-87.65213,"casual",13
41.91787,-87.65212,"casual",11
41.91787,-87.65212,"member",19
41.91787,-87.65211,"casual",10
41.91787,-87.65211,"member",20
41.91787,-87.6521,"casual",10
41.91787,-87.6521,"member",16
41.91787,-87.65209,"casual",17
41.91787,-87.65209,"member",15
41.91787,-87.65208,"casual",26
41.91787,-87.65208,"member",6
41.91787,-87.65207,"casual",20
41.91787,-87.65207,"member",14
41.91787,-87.65206,"casual",43
41.91787,-87.65206,"member",8
41.91787,-87.65205,"member",9
41.91787,-87.65204,"casual",11
41.91787,-87.65204,"member",10
41.91787,-87.65203,"member",8
41.91787,-87.65202,"casual",12
41.91788,-87.65222,"member",6
41.91788,-87.6522,"casual",19
41.91788,-87.6522,"member",7
41.91788,-87.65219,"member",15
41.91788,-87.65218,"casual",18
41.91788,-87.65218,"member",38
41.91788,-87.65216,"casual",11
41.91788,-87.65216,"member",8
41.91788,-87.65215,"casual",6
41.91788,-87.65215,"member",14
41.91788,-87.65214,"casual",9
41.91788,-87.65214,"member",13
41.91788,-87.65213,"casual",12
41.91788,-87.65213,"member",10
41.91788,-87.65212,"casual",17
41.91788,-87.65212,"member",12
41.91788,-87.65211,"member",10
41.91788,-87.6521,"member",24
41.91788,-87.65209,"casual",7
41.91788,-87.65209,"member",12
41.91788,-87.65208,"casual",15
41.91788,-87.65208,"member",8
41.91788,-87.65207,"casual",9
41.91788,-87.65207,"member",15
41.91788,-87.65206,"casual",2
41.91788,-87.65206,"member",15
41.91788,-87.65205,"member",7
41.91788,-87.65204,"casual",7
41.91788,-87.65204,"member",10
41.91788,-87.65203,"member",7
41.91788,-87.65202,"member",5
41.91788,-87.65201,"casual",18
41.91788,-87.65201,"member",9
41.91788,-87.65199,"member",13
41.91788,-87.65198,"member",19
41.91789,-87.65224,"member",18
41.91789,-87.65221,"casual",12
41.91789,-87.65219,"casual",12
41.91789,-87.65219,"member",12
41.91789,-87.65218,"member",15
41.91789,-87.65217,"casual",20
41.91789,-87.65217,"member",10
41.91789,-87.65216,"casual",12
41.91789,-87.65215,"member",4
41.91789,-87.65214,"casual",6
41.91789,-87.65214,"member",11
41.91789,-87.65213,"casual",4
41.91789,-87.65213,"member",14
41.91789,-87.65212,"casual",17
41.91789,-87.65212,"member",8
41.91789,-87.65211,"casual",10
41.91789,-87.65211,"member",11
41.91789,-87.6521,"casual",9
41.91789,-87.6521,"member",14
41.91789,-87.65209,"casual",15
41.91789,-87.65209,"member",10
41.91789,-87.65208,"casual",20
41.91789,-87.65208,"member",12
41.91789,-87.65207,"casual",15
41.91789,-87.65207,"member",10
41.91789,-87.65206,"casual",18
41.91789,-87.65206,"member",13
41.91789,-87.65205,"casual",6
41.91789,-87.65205,"member",10
41.91789,-87.65204,"member",10
41.91789,-87.65203,"casual",9
41.91789,-87.65202,"member",14
41.91789,-87.65201,"casual",5
41.91789,-87.65199,"member",17
41.9179,-87.65234,"casual",43
41.9179,-87.65226,"casual",10
41.9179,-87.65223,"casual",9
41.9179,-87.65222,"casual",11
41.9179,-87.65222,"member",25
41.9179,-87.6522,"member",4
41.9179,-87.65219,"casual",12
41.9179,-87.65218,"casual",10
41.9179,-87.65217,"casual",23
41.9179,-87.65216,"casual",10
41.9179,-87.65216,"member",9
41.9179,-87.65215,"casual",7
41.9179,-87.65215,"member",10
41.9179,-87.65214,"casual",13
41.9179,-87.65214,"member",13
41.9179,-87.65213,"casual",18
41.9179,-87.65213,"member",9
41.9179,-87.65212,"member",11
41.9179,-87.65211,"casual",34
41.9179,-87.65211,"member",8
41.9179,-87.6521,"casual",11
41.9179,-87.6521,"member",8
41.9179,-87.65209,"casual",14
41.9179,-87.65209,"member",10
41.9179,-87.65208,"casual",10
41.9179,-87.65208,"member",15
41.9179,-87.65207,"casual",19
41.9179,-87.65207,"member",8
41.9179,-87.65206,"casual",19
41.9179,-87.65206,"member",11
41.9179,-87.65205,"member",12
