"start_lat","start_lng","member_casual","mean_duration"
41.9179,-87.65204,"member",19
41.9179,-87.65203,"casual",14
41.9179,-87.65202,"casual",15
41.9179,-87.652,"member",40
41.9179,-87.65197,"casual",12
41.91791,-87.65227,"casual",8
41.91791,-87.65221,"casual",2
41.91791,-87.65218,"casual",10
41.91791,-87.65217,"casual",12
41.91791,-87.65217,"member",4
41.91791,-87.65216,"casual",11
41.91791,-87.65216,"member",17
41.91791,-87.65215,"casual",12
41.91791,-87.65215,"member",4
41.91791,-87.65214,"casual",18
41.91791,-87.65214,"member",4
41.91791,-87.65213,"casual",26
41.91791,-87.65213,"member",11
41.91791,-87.65212,"casual",24
41.91791,-87.65212,"member",8
41.91791,-87.65211,"casual",18
41.91791,-87.65211,"member",15
41.91791,-87.6521,"casual",11
41.91791,-87.6521,"member",7
41.91791,-87.65209,"casual",8
41.91791,-87.65209,"member",10
41.91791,-87.65208,"casual",10
41.91791,-87.65208,"member",11
41.91791,-87.65207,"casual",25
41.91791,-87.65207,"member",5
41.91791,-87.65206,"casual",29
41.91791,-87.65206,"member",6
41.91791,-87.65205,"casual",11
41.91791,-87.65205,"member",6
41.91791,-87.65204,"member",14
41.91791,-87.65203,"casual",15
41.91791,-87.65203,"member",12
41.91791,-87.65202,"casual",17
41.91791,-87.65202,"member",10
41.91791,-87.652,"member",16
41.91792,-87.65227,"casual",13
41.91792,-87.6522,"member",7
41.91792,-87.65219,"casual",8
41.91792,-87.65219,"member",3
41.91792,-87.65218,"member",7
41.91792,-87.65217,"casual",14
41.91792,-87.65216,"casual",17
41.91792,-87.65216,"member",8
41.91792,-87.65215,"casual",9
41.91792,-87.65215,"member",40
41.91792,-87.65214,"casual",10
41.91792,-87.65214,"member",8
41.91792,-87.65213,"casual",12
41.91792,-87.65213,"member",10
41.91792,-87.65212,"casual",12
41.91792,-87.65212,"member",15
41.91792,-87.65211,"casual",15
41.91792,-87.65211,"member",8
41.91792,-87.6521,"casual",8
41.91792,-87.6521,"member",10
41.91792,-87.65209,"casual",9
41.91792,-87.65209,"member",10
41.91792,-87.65208,"casual",12
41.91792,-87.65208,"member",9
41.91792,-87.65207,"casual",18
41.91792,-87.65207,"member",10
41.91792,-87.65206,"casual",7
41.91792,-87.65206,"member",6
41.91792,-87.65205,"casual",15
41.91792,-87.65205,"member",10
41.91792,-87.65203,"member",7
41.91792,-87.65202,"casual",11
41.91792,-87.65202,"member",5
41.91792,-87.65201,"casual",6
41.91792,-87.65201,"member",10
41.91792,-87.652,"member",11
41.91793,-87.65223,"member",4
41.91793,-87.65221,"casual",40
41.91793,-87.65221,"member",9
41.91793,-87.65219,"member",6
41.91793,-87.65218,"casual",7
41.91793,-87.65218,"member",8
41.91793,-87.65217,"casual",4
41.91793,-87.65216,"casual",6
41.91793,-87.65216,"member",9
41.91793,-87.65215,"casual",12
41.91793,-87.65215,"member",4
41.91793,-87.65214,"casual",10
41.91793,-87.65214,"member",11
41.91793,-87.65213,"casual",17
41.91793,-87.65213,"member",7
41.91793,-87.65212,"casual",15
41.91793,-87.65212,"member",12
41.91793,-87.65211,"casual",15
41.91793,-87.65211,"member",8
41.91793,-87.6521,"casual",10
41.91793,-87.6521,"member",12
41.91793,-87.65209,"casual",13
41.91793,-87.65209,"member",7
41.91793,-87.65208,"casual",24
41.91793,-87.65208,"member",28
41.91793,-87.65206,"casual",13
41.91793,-87.65206,"member",7
41.91793,-87.65205,"casual",11
41.91793,-87.65204,"casual",19
41.91793,-87.65204,"member",5
41.91793,-87.65203,"member",5
41.91793,-87.65201,"casual",15
41.91793,-87.652,"casual",25
41.91793,-87.652,"member",9
41.91793,-87.65196,"member",5
41.91794,-87.65228,"member",5
41.91794,-87.65227,"member",16
41.91794,-87.65226,"casual",18
41.91794,-87.65224,"casual",11
41.91794,-87.65222,"casual",20
41.91794,-87.65222,"member",17
41.91794,-87.65221,"casual",6
41.91794,-87.65219,"casual",19
41.91794,-87.65218,"casual",22
41.91794,-87.65218,"member",8
41.91794,-87.65217,"casual",14
41.91794,-87.65216,"casual",10
41.91794,-87.65216,"member",18
41.91794,-87.65215,"member",14
41.91794,-87.65214,"casual",15
41.91794,-87.65214,"member",12
41.91794,-87.65213,"casual",6
41.91794,-87.65212,"casual",14
41.91794,-87.65212,"member",13
41.91794,-87.65211,"casual",10
41.91794,-87.65211,"member",9
41.91794,-87.6521,"casual",16
41.91794,-87.6521,"member",12
41.91794,-87.65209,"casual",2
41.91794,-87.65209,"member",13
41.91794,-87.65208,"casual",12
41.91794,-87.65208,"member",7
41.91794,-87.65207,"casual",11
41.91794,-87.65207,"member",12
41.91794,-87.65206,"casual",23
41.91794,-87.65206,"member",7
41.91794,-87.65205,"member",12
41.91794,-87.65204,"casual",3
41.91794,-87.65204,"member",11
41.91794,-87.65203,"casual",6
41.91794,-87.65202,"casual",7
41.91794,-87.65202,"member",7
41.91794,-87.65201,"member",3
41.91794,-87.652,"casual",5
41.91794,-87.65199,"casual",23
41.91794,-87.65198,"member",2
41.91794,-87.65196,"member",38
41.91795,-87.65232,"member",9
41.91795,-87.65225,"member",10
41.91795,-87.65223,"member",24
41.91795,-87.65221,"member",29
41.91795,-87.6522,"member",4
41.91795,-87.65219,"casual",13
41.91795,-87.65219,"member",2
41.91795,-87.65218,"member",18
41.91795,-87.65217,"casual",19
41.91795,-87.65217,"member",20
41.91795,-87.65216,"casual",25
41.91795,-87.65215,"casual",7
41.91795,-87.65215,"member",18
41.91795,-87.65214,"casual",7
41.91795,-87.65214,"member",8
41.91795,-87.65213,"member",15
41.91795,-87.65212,"casual",13
41.91795,-87.65212,"member",11
41.91795,-87.65211,"casual",10
41.91795,-87.6521,"casual",18
41.91795,-87.6521,"member",5
41.91795,-87.65209,"casual",14
41.91795,-87.65209,"member",6
41.91795,-87.65208,"casual",14
41.91795,-87.65208,"member",7
41.91795,-87.65207,"casual",6
41.91795,-87.65207,"member",13
41.91795,-87.65206,"casual",13
41.91795,-87.65206,"member",6
41.91795,-87.65205,"casual",6
41.91795,-87.65203,"member",8
41.91796,-87.65224,"casual",6
41.91796,-87.65223,"casual",28
41.91796,-87.65223,"member",5
41.91796,-87.65221,"casual",26
41.91796,-87.65221,"member",6
41.91796,-87.6522,"casual",13
41.91796,-87.65218,"member",94
41.91796,-87.65217,"casual",10
41.91796,-87.65216,"casual",6
41.91796,-87.65216,"member",2
41.91796,-87.65215,"casual",4
41.91796,-87.65215,"member",16
41.91796,-87.65214,"casual",8
41.91796,-87.65213,"casual",8
41.91796,-87.65213,"member",9
41.91796,-87.65212,"member",7
41.91796,-87.65211,"casual",10
41.91796,-87.65211,"member",8
41.91796,-87.6521,"casual",16
41.91796,-87.6521,"member",6
41.91796,-87.65209,"casual",18
41.91796,-87.65208,"casual",8
41.91796,-87.65207,"casual",9
41.91796,-87.65206,"casual",12
41.91796,-87.65206,"member",12
41.91796,-87.65205,"casual",13
41.91796,-87.65205,"member",16
41.91796,-87.65204,"casual",9
41.91796,-87.65204,"member",10
41.91796,-87.65203,"member",5
41.91796,-87.65199,"member",13
41.91796,-87.65197,"member",46
41.91797,-87.65234,"member",8
41.91797,-87.65232,"member",11
41.91797,-87.6523,"casual",12
41.91797,-87.65225,"member",8
41.91797,-87.65223,"casual",6
41.91797,-87.6522,"casual",10
41.91797,-87.65219,"casual",4
41.91797,-87.65218,"casual",22
41.91797,-87.65216,"casual",18
41.91797,-87.65215,"casual",24
41.91797,-87.65215,"member",12
41.91797,-87.65213,"casual",20
41.91797,-87.65213,"member",4
41.91797,-87.65212,"casual",11
41.91797,-87.65212,"member",7
41.91797,-87.65211,"casual",8
41.91797,-87.65211,"member",21
41.91797,-87.6521,"casual",34
41.91797,-87.6521,"member",5
41.91797,-87.65209,"casual",15
41.91797,-87.65209,"member",11
41.91797,-87.65208,"member",6
41.91797,-87.65207,"casual",10
41.91797,-87.65207,"member",10
41.91797,-87.65206,"casual",9
41.91797,-87.65206,"member",3
41.91797,-87.65205,"member",11
41.91797,-87.65204,"casual",4
41.91797,-87.65204,"member",4
41.91797,-87.65203,"member",7
41.91797,-87.65202,"casual",16
41.91797,-87.65197,"casual",1
41.91798,-87.65252,"casual",12
41.91798,-87.65236,"casual",45
41.91798,-87.65225,"casual",12
41.91798,-87.65224,"casual",11
41.91798,-87.65223,"casual",54
41.91798,-87.6522,"casual",14
41.91798,-87.6522,"member",17
41.91798,-87.65219,"casual",32
41.91798,-87.65218,"casual",11
41.91798,-87.65218,"member",3
41.91798,-87.65217,"member",25
41.91798,-87.65216,"member",6
41.91798,-87.65215,"casual",22
41.91798,-87.65215,"member",12
41.91798,-87.65214,"casual",25
41.91798,-87.65214,"member",7
41.91798,-87.65213,"casual",12
41.91798,-87.65213,"member",10
41.91798,-87.65212,"casual",26
41.91798,-87.65211,"casual",12
41.91798,-87.65211,"member",8
41.91798,-87.6521,"casual",12
41.91798,-87.6521,"member",36
41.91798,-87.65209,"casual",16
41.91798,-87.65209,"member",8
41.91798,-87.65208,"casual",6
41.91798,-87.65208,"member",8
41.91798,-87.65207,"member",12
41.91798,-87.65206,"member",20
41.91798,-87.65205,"casual",10
41.91798,-87.65205,"member",13
41.91798,-87.65204,"member",8
41.91798,-87.65203,"casual",10
41.91798,-87.65202,"casual",14
41.91798,-87.65202,"member",9
41.91798,-87.652,"casual",6
41.91798,-87.65198,"member",27
41.91798,-87.65197,"member",4
41.91799,-87.65225,"member",10
41.91799,-87.65222,"member",13
41.91799,-87.65221,"casual",17
41.91799,-87.6522,"member",8
41.91799,-87.65219,"casual",10
41.91799,-87.65219,"member",10
41.91799,-87.65218,"member",8
41.91799,-87.65217,"member",6
41.91799,-87.65216,"casual",22
41.91799,-87.65216,"member",8
41.91799,-87.65215,"casual",3
41.91799,-87.65214,"member",10
41.91799,-87.65213,"casual",14
41.91799,-87.65213,"member",9
41.91799,-87.65212,"casual",20
41.91799,-87.65212,"member",2
41.91799,-87.65211,"casual",18
41.91799,-87.65211,"member",24
41.91799,-87.6521,"casual",13
41.91799,-87.6521,"member",10
41.91799,-87.65209,"casual",14
41.91799,-87.65209,"member",13
41.91799,-87.65208,"casual",11
41.91799,-87.65208,"member",5
41.91799,-87.65207,"casual",16
41.91799,-87.65207,"member",10
41.91799,-87.65206,"casual",6
41.91799,-87.65205,"casual",15
41.91799,-87.65203,"member",13
41.91799,-87.65202,"casual",14
41.91799,-87.65202,"member",5
41.91799,-87.65201,"casual",5
41.918,-87.65245,"member",1
41.918,-87.65229,"member",9
41.918,-87.6522,"casual",11
41.918,-87.65219,"casual",14
41.918,-87.65218,"member",6
41.918,-87.65217,"casual",13
41.918,-87.65217,"member",6
41.918,-87.65214,"casual",8
41.918,-87.65214,"member",6
41.918,-87.65213,"casual",14
41.918,-87.65212,"casual",13
41.918,-87.65212,"member",13
41.918,-87.65211,"casual",13
41.918,-87.65211,"member",9
41.918,-87.6521,"casual",14
41.918,-87.6521,"member",4
41.918,-87.65209,"casual",5
41.918,-87.65209,"member",1
41.918,-87.65208,"casual",4
41.918,-87.65206,"casual",11
41.918,-87.65204,"casual",14
41.918,-87.65203,"casual",8
41.918,-87.65203,"member",8
41.918,-87.65202,"member",4
41.918,-87.65201,"member",6
41.91801,-87.65231,"member",13
41.91801,-87.65228,"casual",15
41.91801,-87.65227,"casual",19
41.91801,-87.65222,"casual",12
41.91801,-87.6522,"member",13
41.91801,-87.65219,"casual",13
41.91801,-87.65219,"member",13
41.91801,-87.65217,"casual",26
41.91801,-87.65216,"casual",6
41.91801,-87.65216,"member",3
41.91801,-87.65215,"casual",7
41.91801,-87.65215,"member",6
41.91801,-87.65214,"casual",24
41.91801,-87.65213,"casual",13
41.91801,-87.65213,"member",8
41.91801,-87.65212,"casual",6
41.91801,-87.65212,"member",4
41.91801,-87.65211,"casual",9
41.91801,-87.65211,"member",19
41.91801,-87.6521,"member",6
41.91801,-87.65209,"casual",14
41.91801,-87.65209,"member",13
41.91801,-87.65208,"casual",7
41.91801,-87.65208,"member",26
41.91801,-87.65207,"casual",6
41.91801,-87.65207,"member",33
41.91801,-87.65206,"casual",17
41.91801,-87.65206,"member",6
41.91801,-87.65205,"casual",10
41.91801,-87.65204,"casual",4
41.91802,-87.65223,"casual",10
41.91802,-87.65221,"casual",8
41.91802,-87.65218,"casual",18
41.91802,-87.65218,"member",11
41.91802,-87.65217,"casual",17
41.91802,-87.65217,"member",14
41.91802,-87.65216,"casual",10
41.91802,-87.65216,"member",9
41.91802,-87.65215,"member",14
41.91802,-87.65214,"member",8
41.91802,-87.65213,"casual",5
41.91802,-87.65213,"member",3
41.91802,-87.65212,"member",9
41.91802,-87.6521,"casual",8
41.91802,-87.6521,"member",20
41.91802,-87.65209,"casual",11
41.91802,-87.65209,"member",6
41.91802,-87.65208,"casual",9
41.91802,-87.65208,"member",12
41.91802,-87.65207,"casual",73
41.91802,-87.65207,"member",14
41.91802,-87.65206,"casual",17
41.91802,-87.65206,"member",7
41.91802,-87.65205,"member",8
41.91802,-87.65204,"casual",13
41.91802,-87.65203,"casual",4
41.91802,-87.65203,"member",8
41.91803,-87.65225,"casual",14
41.91803,-87.65222,"casual",18
41.91803,-87.6522,"casual",4
41.91803,-87.6522,"member",23
41.91803,-87.65219,"casual",23
41.91803,-87.65219,"member",19
41.91803,-87.65218,"member",13
41.91803,-87.65217,"casual",11
41.91803,-87.65217,"member",18
41.91803,-87.65216,"member",6
41.91803,-87.65215,"casual",20
41.91803,-87.65214,"casual",15
41.91803,-87.65213,"casual",4
41.91803,-87.65213,"member",8
41.91803,-87.65212,"casual",15
41.91803,-87.65211,"casual",21
41.91803,-87.65211,"member",10
41.91803,-87.6521,"member",10
41.91803,-87.65208,"member",9
41.91803,-87.65207,"member",10
41.91803,-87.65206,"casual",41
41.91803,-87.65205,"member",20
41.91803,-87.65204,"casual",8
41.91803,-87.65203,"member",7
41.91803,-87.65202,"member",41
41.91804,-87.6522,"member",10
41.91804,-87.65219,"casual",4
41.91804,-87.65218,"casual",12
41.91804,-87.65217,"member",13
41.91804,-87.65214,"casual",8
41.91804,-87.65214,"member",8
41.91804,-87.6521,"casual",10
41.91804,-87.65209,"casual",18
41.91804,-87.65208,"member",3
41.91804,-87.65207,"casual",10
41.91804,-87.65207,"member",34
41.91805,-87.65219,"casual",15
41.91805,-87.65214,"member",13
41.91805,-87.65213,"casual",12
41.91805,-87.65212,"member",10
41.91805,-87.65211,"casual",5
41.91805,-87.6521,"casual",11
41.91805,-87.65209,"casual",5
41.91805,-87.65208,"casual",21
41.91805,-87.65206,"casual",24
41.91805,-87.65205,"member",6
41.91805,-87.65201,"member",7
41.91806,-87.6522,"member",14
41.91806,-87.65217,"member",15
41.91806,-87.65215,"member",11
41.91806,-87.65214,"casual",23
41.91806,-87.65214,"member",1
41.91806,-87.65213,"member",4
41.91806,-87.65211,"casual",12
41.91806,-87.65209,"casual",14
41.91806,-87.65207,"member",12
41.91807,-87.65247,"casual",33
41.91807,-87.65217,"member",10
41.91807,-87.65216,"casual",12
41.91807,-87.65215,"casual",10
41.91807,-87.65214,"casual",11
41.91807,-87.65213,"casual",6
41.91807,-87.65213,"member",12
41.91807,-87.6521,"casual",16
41.91807,-87.65204,"casual",25
41.91808,-87.65217,"member",6
41.91808,-87.65216,"member",9
41.91808,-87.65215,"casual",16
41.91808,-87.65213,"member",8
41.91808,-87.65212,"casual",29
41.91808,-87.65211,"member",13
41.91808,-87.65209,"member",6
41.91808,-87.65205,"member",6
41.91808,-87.64375,"casual",15
41.91808,-87.64375,"member",11
41.91809,-87.65217,"casual",12
41.91809,-87.65214,"member",5
41.91809,-87.65212,"casual",5
41.91809,-87.65211,"member",9
41.91809,-87.65209,"casual",10
41.91809,-87.65209,"member",12
41.91809,-87.65205,"member",8
41.9181,-87.65222,"member",29
41.9181,-87.65221,"casual",1
41.9181,-87.6522,"casual",12
41.9181,-87.65217,"member",3
41.9181,-87.65213,"casual",14
41.9181,-87.65212,"casual",10
41.9181,-87.65211,"member",9
41.9181,-87.65207,"casual",9
41.9181,-87.65206,"member",3
41.9181,-87.65203,"member",4
41.91811,-87.65219,"member",4
41.91811,-87.65217,"casual",14
41.91811,-87.65215,"member",13
41.91811,-87.6521,"casual",14
41.91812,-87.65248,"member",7
41.91812,-87.65218,"member",4
41.91812,-87.65207,"member",15
41.91812,-87.65204,"casual",27
41.91813,-87.65241,"member",33
41.91813,-87.65214,"member",9
41.91814,-87.65215,"member",9
41.91815,-87.6524,"casual",12
41.91815,-87.652,"member",14
41.91818,-87.65209,"casual",2
41.91821,-87.65203,"member",20
41.91822,-87.65694,"casual",13
41.91822,-87.65694,"member",11
41.9183,-87.65218,"casual",15
41.9183,-87.65218,"member",11
41.91831,-87.63628,"casual",19
41.91831,-87.63628,"member",12
41.91849,-87.69742,"casual",16
41.91849,-87.69742,"member",13
41.91994,-87.64883,"casual",15
41.91994,-87.64883,"member",11
41.92,-87.8,"casual",15
41.92,-87.8,"member",14
41.92,-87.79,"casual",14
41.92,-87.79,"member",11
41.92,-87.78,"casual",13
41.92,-87.78,"member",11
41.92,-87.77,"casual",12
41.92,-87.77,"member",14
41.92,-87.76,"casual",13
41.92,-87.76,"member",18
41.92,-87.75,"casual",12
41.92,-87.75,"member",14
41.92,-87.74,"casual",13
41.92,-87.74,"member",14
41.92,-87.73,"casual",13
41.92,-87.73,"member",14
41.92,-87.72,"casual",14
41.92,-87.72,"member",15
41.92,-87.7,"casual",12
41.92,-87.7,"member",12
41.92,-87.65,"casual",11
41.92,-87.65,"member",10
41.92008,-87.67785,"casual",14
41.92008,-87.67785,"member",12
41.9202,-87.69266,"casual",14
41.9202,-87.69266,"member",14
41.92077,-87.66371,"casual",16
41.92077,-87.66371,"member",12
41.92153,-87.70732,"casual",17
41.92153,-87.70732,"member",15
41.92154,-87.65382,"casual",14
41.92154,-87.65382,"member",10
41.92182,-87.64414,"casual",14
41.92182,-87.64414,"member",11
41.92217,-87.63889,"casual",15
41.92217,-87.63889,"member",11
41.92269,-87.69715,"casual",15
41.92269,-87.69715,"member",12
41.92393,-87.63582,"casual",28
41.92393,-87.63582,"member",15
41.92409,-87.67646,"casual",17
41.92409,-87.67646,"member",14
41.92416,-87.64638,"casual",14
41.92416,-87.64638,"member",11
41.92459,-87.72785,"casual",20
41.92459,-87.72785,"member",17
41.92463,-87.68931,"casual",16
41.92463,-87.68931,"member",14
41.92474,-87.70064,"casual",17
41.92482,-87.7145,"casual",19
41.92482,-87.7145,"member",14
41.92533,-87.6658,"casual",13
41.92533,-87.6658,"member",11
41.92556,-87.6584,"casual",14
41.92556,-87.6584,"member",10
41.9256,-87.65371,"casual",12
41.9256,-87.65371,"member",9
41.92586,-87.63897,"casual",20
41.92586,-87.63897,"member",13
41.92628,-87.63083,"casual",25
41.92628,-87.63083,"member",19
41.92669,-87.69767,"casual",16
41.92669,-87.69767,"member",14
41.92676,-87.63443,"casual",33
41.92676,-87.63443,"member",17
41.9273,-87.78525,"member",2
41.92767,-87.76982,"casual",9
41.92871,-87.65383,"casual",13
41.92871,-87.65383,"member",10
41.92877,-87.66391,"casual",13
41.92877,-87.66391,"member",10
41.92883,-87.66851,"casual",13
41.92883,-87.66851,"member",11
41.92889,-87.65897,"casual",12
41.92889,-87.65897,"member",10
41.92914,-87.64908,"casual",12
41.92914,-87.64908,"member",10
41.92946,-87.68416,"casual",15
41.92946,-87.68416,"member",14
41.92955,-87.64312,"casual",15
41.92955,-87.64312,"member",11
41.92957,-87.70786,"casual",18
41.92957,-87.70786,"member",14
41.93,-87.8,"casual",13
41.93,-87.8,"member",21
41.93,-87.79,"casual",12
41.93,-87.79,"member",10
41.93,-87.78,"casual",13
41.93,-87.78,"member",12
41.93,-87.77,"casual",11
41.93,-87.77,"member",10
41.93,-87.76,"casual",14
41.93,-87.76,"member",15
41.93,-87.75,"casual",11
41.93,-87.75,"member",12
41.93,-87.74,"casual",14
41.93,-87.74,"member",14
41.93,-87.73,"casual",14
41.93,-87.73,"member",14
41.93,-87.72,"casual",13
41.93,-87.72,"member",12
41.93,-87.71,"casual",13
41.93,-87.71,"member",12
41.93,-87.69,"casual",13
41.93,-87.69,"member",14
41.93,-87.64,"casual",13
41.93,-87.64,"member",11
41.93059,-87.72378,"casual",18
41.93059,-87.72378,"member",15
41.93125,-87.64434,"casual",16
41.93125,-87.64434,"member",12
41.93132,-87.63874,"casual",21
41.93132,-87.63874,"member",14
41.9319,-87.7012,"casual",14
41.9319,-87.7012,"member",12
41.93193,-87.67786,"casual",15
41.93193,-87.67786,"member",13
41.93223,-87.65862,"casual",13
41.93223,-87.65862,"member",10
41.93242,-87.6527,"casual",13
41.93242,-87.6527,"member",10
41.93242,-87.64276,"casual",33
41.93244,-87.64259,"member",10
41.93259,-87.66594,"casual",14
41.93259,-87.66594,"member",12
41.93259,-87.63643,"casual",24
41.93259,-87.63643,"member",17
41.93314,-87.64776,"casual",15
41.93314,-87.64776,"member",12
41.93475,-87.78436,"casual",42
41.93534,-87.71689,"casual",16
41.93534,-87.71689,"member",15
41.93573,-87.66358,"casual",14
41.93573,-87.66358,"member",10
41.93588,-87.67842,"casual",15
41.93588,-87.67842,"member",13
41.93608,-87.66981,"casual",14
41.93608,-87.66981,"member",11
41.93625,-87.65266,"casual",14
41.93625,-87.65266,"member",11
41.9365,-87.64754,"casual",15
41.9365,-87.64754,"member",11
41.93669,-87.63683,"casual",25
41.93669,-87.63683,"member",17
41.93758,-87.6441,"casual",17
41.93758,-87.6441,"member",12
41.93843,-87.69801,"casual",16
41.93843,-87.69801,"member",16
41.93896,-87.74928,"casual",64
41.93935,-87.68328,"casual",16
41.93935,-87.68328,"member",14
41.9394,-87.71156,"casual",15
41.9394,-87.71156,"member",13
41.93941,-87.72357,"casual",19
41.93941,-87.72357,"member",15
41.93948,-87.66375,"casual",13
41.93948,-87.66375,"member",10
41.93953,-87.67111,"casual",14
41.93953,-87.67111,"member",12
41.93974,-87.65887,"casual",13
41.93974,-87.65887,"member",11
41.94,-87.82,"casual",18
41.94,-87.82,"member",14
41.94,-87.81,"casual",13
41.94,-87.81,"member",12
41.94,-87.8,"casual",17
41.94,-87.8,"member",19
41.94,-87.79,"casual",13
41.94,-87.79,"member",18
41.94,-87.78,"casual",15
41.94,-87.78,"member",14
41.94,-87.77,"casual",14
41.94,-87.77,"member",12
41.94,-87.76,"casual",14
41.94,-87.76,"member",14
41.94,-87.75,"casual",15
41.94,-87.75,"member",12
41.94,-87.74,"casual",13
41.94,-87.74,"member",13
41.94,-87.73,"casual",13
41.94,-87.73,"member",12
41.94,-87.72,"casual",14
41.94,-87.72,"member",14
41.94,-87.71,"casual",12
41.94,-87.71,"member",12
41.94,-87.7,"casual",14
41.94,-87.7,"member",14
41.94,-87.69,"casual",14
41.94,-87.69,"member",13
41.94,-87.67,"casual",11
41.94,-87.67,"member",10
41.94,-87.66,"casual",12
41.94,-87.66,"member",10
41.94,-87.65,"casual",12
41.94,-87.65,"member",11
41.94,-87.64,"casual",14
41.94,-87.64,"member",12
41.94011,-87.64545,"casual",19
41.94011,-87.64545,"member",12
41.94023,-87.65294,"casual",15
41.94023,-87.65294,"member",11
41.9406,-87.6785,"casual",15
41.9406,-87.6785,"member",13
41.94078,-87.63919,"casual",25
41.94078,-87.63919,"member",17
41.94303,-87.68729,"casual",15
41.94303,-87.68729,"member",14
41.94335,-87.67067,"casual",15
41.94335,-87.67067,"member",12
41.9434,-87.67962,"casual",16
41.9434,-87.67962,"member",15
41.94367,-87.64895,"casual",16
41.94367,-87.64895,"member",11
41.94374,-87.66402,"casual",15
41.94374,-87.66402,"member",11
41.94379,-87.67125,"casual",16
41.94379,-87.67125,"member",13
41.94407,-87.66403,"member",8
41.94454,-87.65468,"casual",15
41.94454,-87.65468,"member",11
41.94524,-87.70665,"casual",18
41.94524,-87.70665,"member",16
41.94553,-87.64644,"casual",18
41.94553,-87.64644,"member",11
41.94618,-87.67331,"casual",16
41.94618,-87.67331,"member",14
41.94626,-87.73102,"casual",19
41.94626,-87.73102,"member",16
41.94664,-87.69461,"casual",16
41.94664,-87.69461,"member",15
41.94666,-87.68336,"casual",16
41.94666,-87.68336,"member",14
41.94707,-87.74001,"casual",26
41.94707,-87.74001,"member",17
41.94733,-87.71758,"casual",13
41.94733,-87.71758,"member",15
41.94815,-87.66394,"casual",15
41.94815,-87.66394,"member",11
41.9488,-87.67528,"casual",15
41.9488,-87.67528,"member",13
41.94907,-87.64864,"casual",15
41.94907,-87.64864,"member",11
41.9494,-87.65453,"casual",18
41.9494,-87.65453,"member",11
41.94947,-87.64645,"casual",21
41.94947,-87.64645,"member",14
41.94992,-87.71395,"casual",17
41.94992,-87.71395,"member",15
41.95,-87.83,"casual",18
41.95,-87.83,"member",19
41.95,-87.82,"casual",16
41.95,-87.82,"member",9
41.95,-87.81,"casual",17
41.95,-87.81,"member",15
41.95,-87.8,"casual",13
41.95,-87.8,"member",17
41.95,-87.79,"casual",16
41.95,-87.79,"member",15
41.95,-87.78,"casual",17
41.95,-87.78,"member",16
41.95,-87.76,"casual",16
41.95,-87.76,"member",16
41.95,-87.75,"casual",15
41.95,-87.75,"member",13
41.95,-87.74,"casual",13
41.95,-87.74,"member",13
41.95,-87.73,"casual",13
41.95,-87.73,"member",13
41.95,-87.72,"casual",13
41.95,-87.72,"member",13
41.95,-87.71,"casual",13
41.95,-87.71,"member",12
41.95,-87.7,"casual",14
41.95,-87.7,"member",12
41.95,-87.69,"casual",13
41.95,-87.69,"member",13
41.95,-87.68,"casual",12
41.95,-87.68,"member",12
41.95069,-87.6687,"casual",14
41.95069,-87.6687,"member",12
41.95078,-87.65917,"casual",14
41.95078,-87.65917,"member",11
41.95216,-87.69805,"casual",21
41.95216,-87.69805,"member",18
41.95283,-87.64999,"casual",15
41.95283,-87.64999,"member",11
41.95339,-87.732,"casual",17
41.95339,-87.732,"member",15
41.95359,-87.70931,"casual",19
41.95359,-87.70931,"member",16
41.95373,-87.74057,"casual",15
41.95373,-87.74057,"member",16
41.954,-87.71913,"casual",18
41.954,-87.71913,"member",16
41.95418,-87.66436,"casual",14
41.95418,-87.66436,"member",10
41.95424,-87.65441,"casual",14
41.95424,-87.65441,"member",10
41.95434,-87.68608,"casual",18
41.95434,-87.68608,"member",13
41.95438,-87.64804,"casual",19
41.95438,-87.64804,"member",11
41.95447,-87.74959,"casual",19
41.95447,-87.74959,"member",19
41.95469,-87.67393,"casual",15
41.95469,-87.67393,"member",12
41.956,-87.68016,"casual",16
41.956,-87.68016,"member",13
41.95606,-87.66884,"casual",14
41.95606,-87.66884,"member",11
41.95708,-87.6642,"casual",13
41.95708,-87.6642,"member",11
41.95787,-87.64951,"casual",18
41.95787,-87.64951,"member",13
41.95792,-87.67357,"casual",15
41.95792,-87.67357,"member",11
41.95849,-87.65497,"casual",14
41.95849,-87.65497,"member",11
41.96,-87.72,"casual",14
41.96,-87.72,"member",13
41.96,-87.7,"casual",14
41.96,-87.7,"member",13
41.96,-87.69,"casual",13
41.96,-87.69,"member",12
41.96063,-87.74536,"casual",15
41.96063,-87.74536,"member",17
41.961,-87.6496,"casual",18
41.961,-87.6496,"member",12
41.96104,-87.70587,"casual",17
41.96104,-87.70587,"member",16
41.96107,-87.69544,"casual",21
41.96107,-87.69544,"member",18
41.96108,-87.73569,"casual",16
41.96108,-87.73569,"member",15
41.96111,-87.72897,"casual",16
41.96111,-87.72897,"member",15
41.96115,-87.71657,"casual",18
41.96115,-87.71657,"member",15
41.96141,-87.67617,"casual",15
41.96141,-87.67617,"member",11
41.96151,-87.67139,"casual",14
41.96151,-87.67139,"member",11
41.96153,-87.69117,"casual",15
41.96153,-87.69117,"member",12
41.96159,-87.66604,"casual",14
41.96159,-87.66604,"member",11
